,Predictor,Category,Data-coding,Source,Field ID,Transformation1,AOU Question,Unnamed: 6,AOU Answers,Question Concept ID,Answer ID,TERTILES,TERTILE_Answer,TIME TAKEN ,Transformation2,Notes
1265,Vitamin.and.mineral.supplements...Instance.0_3,Health and medical history,3 : Vitamin C,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1266,Vitamin.and.mineral.supplements...Instance.0_4,Health and medical history,4 : Vitamin D,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1267,Vitamin.and.mineral.supplements...Instance.0_5,Health and medical history,5 : Vitamin E,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1268,Vitamin.and.mineral.supplements...Instance.0_6,Health and medical history,6 : Folic acid or Folate (Vit B9),Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1269,Vitamin.and.mineral.supplements...Instance.0_7,Health and medical history,7 : Multivitamins +/- minerals,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1270,Vitamin.and.mineral.supplements...Instance.0_neg7,Health and medical history,-7 : None of the above,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1271,Wants.to.stop.smoking...Instance.0_1,Lifestyle and environment,"1 : Yes, definitely",Questionnaire/Interview at recruitment ,3496,One-Hot-Encoding ,,,,,,,,,,
1272,Wants.to.stop.smoking...Instance.0_2,Lifestyle and environment,"2 : Yes, probably",Questionnaire/Interview at recruitment ,3496,One-Hot-Encoding ,,,,,,,,,,
1273,Wants.to.stop.smoking...Instance.0_3,Lifestyle and environment,"3 : No, probably not",Questionnaire/Interview at recruitment ,3496,One-Hot-Encoding ,,,,,,,,,,
1274,Wants.to.stop.smoking...Instance.0_4,Lifestyle and environment,"4 : No, definitely not",Questionnaire/Interview at recruitment ,3496,One-Hot-Encoding ,,,,,,,,,,
1275,Water.intake...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1528,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1276,Wears.glasses.or.contact.lenses...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,2207,Boolean,,,,,,,,,,
1277,Wears.glasses.or.contact.lenses...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,2207,Boolean,,,,,,,,,,
1278,Weekly.usage.of.mobile.phone.in.last.3.months...Instance.0_0,Lifestyle and environment,0 : Less than 5mins,Questionnaire/Interview at recruitment ,1120,One-Hot-Encoding ,,,,,,,,,,
1279,Weekly.usage.of.mobile.phone.in.last.3.months...Instance.0_1,Lifestyle and environment,1 : 5-29 mins,Questionnaire/Interview at recruitment ,1120,One-Hot-Encoding ,,,,,,,,,,
1280,Weekly.usage.of.mobile.phone.in.last.3.months...Instance.0_2,Lifestyle and environment,2 : 30-59 mins,Questionnaire/Interview at recruitment ,1120,One-Hot-Encoding ,,,,,,,,,,
1281,Weekly.usage.of.mobile.phone.in.last.3.months...Instance.0_3,Lifestyle and environment,3 : 1-3 hours,Questionnaire/Interview at recruitment ,1120,One-Hot-Encoding ,,,,,,,,,,
1282,Weekly.usage.of.mobile.phone.in.last.3.months...Instance.0_4,Lifestyle and environment,4 : 4-6 hours,Questionnaire/Interview at recruitment ,1120,One-Hot-Encoding ,,,,,,,,,,
1283,Weekly.usage.of.mobile.phone.in.last.3.months...Instance.0_5,Lifestyle and environment,5 : More than 6 hours,Questionnaire/Interview at recruitment ,1120,One-Hot-Encoding ,,,,,,,,,,
1284,Weight.change.compared.with.1.year.ago...Instance.0_0,Health and medical history,0 : No - weigh about the same,Questionnaire/Interview at recruitment ,2306,One-Hot-Encoding ,,,,,,,,,,
1285,Weight.change.compared.with.1.year.ago...Instance.0_2,Health and medical history,2 : Yes - gained weight,Questionnaire/Interview at recruitment ,2306,One-Hot-Encoding ,,,,,,,,,,
1286,Weight.change.compared.with.1.year.ago...Instance.0_3,Health and medical history,3 : Yes - lost weight,Questionnaire/Interview at recruitment ,2306,One-Hot-Encoding ,,,,,,,,,,
1287,Wheeze.or.whistling.in.the.chest.in.last.year...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,2316,Boolean,,,,,,,,,,
1288,Wheeze.or.whistling.in.the.chest.in.last.year...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,2316,Boolean,,,,,,,,,,
1289,Which.eye.s..affected.by.amblyopia..lazy.eye....Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5408,One-Hot-Encoding ,,,,,,,,,,
1290,Which.eye.s..affected.by.amblyopia..lazy.eye....Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5408,One-Hot-Encoding ,,,,,,,,,,
1291,Which.eye.s..affected.by.amblyopia..lazy.eye....Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5408,One-Hot-Encoding ,,,,,,,,,,
1292,Which.eye.s..affected.by.astigmatism...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5855,One-Hot-Encoding ,,,,,,,,,,
1293,Which.eye.s..affected.by.astigmatism...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5855,One-Hot-Encoding ,,,,,,,,,,
1294,Which.eye.s..affected.by.astigmatism...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5855,One-Hot-Encoding ,,,,,,,,,,
1295,Which.eye.s..affected.by.diabetes.related.eye.disease...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5890,One-Hot-Encoding ,,,,,,,,,,
1296,Which.eye.s..affected.by.diabetes.related.eye.disease...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5890,One-Hot-Encoding ,,,,,,,,,,
1297,Which.eye.s..affected.by.diabetes.related.eye.disease...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5890,One-Hot-Encoding ,,,,,,,,,,
1298,Which.eye.s..affected.by.glaucoma...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,6119,One-Hot-Encoding ,,,,,,,,,,
1299,Which.eye.s..affected.by.glaucoma...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,6119,One-Hot-Encoding ,,,,,,,,,,
1300,Which.eye.s..affected.by.glaucoma...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,6119,One-Hot-Encoding ,,,,,,,,,,
1301,Which.eye.s..affected.by.hypermetropia..long.sight....Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5832,One-Hot-Encoding ,,,,,,,,,,
1302,Which.eye.s..affected.by.hypermetropia..long.sight....Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5832,One-Hot-Encoding ,,,,,,,,,,
1303,Which.eye.s..affected.by.hypermetropia..long.sight....Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5832,One-Hot-Encoding ,,,,,,,,,,
1304,Which.eye.s..affected.by.injury.or.trauma.resulting.in.loss.of.vision...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5419,One-Hot-Encoding ,,,,,,,,,,
1305,Which.eye.s..affected.by.injury.or.trauma.resulting.in.loss.of.vision...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5419,One-Hot-Encoding ,,,,,,,,,,
1306,Which.eye.s..affected.by.macular.degeneration...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5912,One-Hot-Encoding ,,,,,,,,,,
1307,Which.eye.s..affected.by.macular.degeneration...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5912,One-Hot-Encoding ,,,,,,,,,,
1308,Which.eye.s..affected.by.macular.degeneration...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5912,One-Hot-Encoding ,,,,,,,,,,
1309,Which.eye.s..affected.by.myopia..short.sight....Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5843,One-Hot-Encoding ,,,,,,,,,,
1310,Which.eye.s..affected.by.myopia..short.sight....Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5843,One-Hot-Encoding ,,,,,,,,,,
1311,Which.eye.s..affected.by.myopia..short.sight....Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5843,One-Hot-Encoding ,,,,,,,,,,
1312,Which.eye.s..affected.by.other.eye.condition...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5877,One-Hot-Encoding ,,,,,,,,,,
1313,Which.eye.s..affected.by.other.eye.condition...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5877,One-Hot-Encoding ,,,,,,,,,,
1314,Which.eye.s..affected.by.other.eye.condition...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5877,One-Hot-Encoding ,,,,,,,,,,
1315,Which.eye.s..affected.by.other.serious.eye.condition...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5934,One-Hot-Encoding ,,,,,,,,,,
1316,Which.eye.s..affected.by.other.serious.eye.condition...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5934,One-Hot-Encoding ,,,,,,,,,,
1317,Which.eye.s..affected.by.other.serious.eye.condition...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5934,One-Hot-Encoding ,,,,,,,,,,
1318,Which.eye.s..affected.by.presbyopia...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5610,One-Hot-Encoding ,,,,,,,,,,
1319,Which.eye.s..affected.by.presbyopia...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5610,One-Hot-Encoding ,,,,,,,,,,
1320,Which.eye.s..affected.by.presbyopia...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5610,One-Hot-Encoding ,,,,,,,,,,
1321,Which.eye.s..affected.by.strabismus..squint....Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,6205,One-Hot-Encoding ,,,,,,,,,,
1322,Which.eye.s..affected.by.strabismus..squint....Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,6205,One-Hot-Encoding ,,,,,,,,,,
1323,Which.eye.s..affected.by.strabismus..squint....Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,6205,One-Hot-Encoding ,,,,,,,,,,
1324,Which.eye.s..are.affected.by.cataract...Instance.0_1,Health and medical history,1 : Right eye,Questionnaire/Interview at recruitment ,5441,One-Hot-Encoding ,,,,,,,,,,
1325,Which.eye.s..are.affected.by.cataract...Instance.0_2,Health and medical history,2 : Left eye,Questionnaire/Interview at recruitment ,5441,One-Hot-Encoding ,,,,,,,,,,
1326,Which.eye.s..are.affected.by.cataract...Instance.0_3,Health and medical history,3 : Both eyes,Questionnaire/Interview at recruitment ,5441,One-Hot-Encoding ,,,,,,,,,,
1327,Why.reduced.smoking...Instance.0_1,Lifestyle and environment,1 : Illness or ill health,Questionnaire/Interview at recruitment ,6158,One-Hot-Encoding ,,,,,,,,,,
1328,Why.reduced.smoking...Instance.0_2,Lifestyle and environment,2 : Doctor's advice,Questionnaire/Interview at recruitment ,6158,One-Hot-Encoding ,,,,,,,,,,
1329,Why.reduced.smoking...Instance.0_3,Lifestyle and environment,3 : Health precaution,Questionnaire/Interview at recruitment ,6158,One-Hot-Encoding ,,,,,,,,,,
1330,Why.reduced.smoking...Instance.0_4,Lifestyle and environment,4 : Financial reasons,Questionnaire/Interview at recruitment ,6158,One-Hot-Encoding ,,,,,,,,,,
1331,Why.reduced.smoking...Instance.0_neg7,Lifestyle and environment,-7 : None of the above,Questionnaire/Interview at recruitment ,6158,One-Hot-Encoding ,,,,,,,,,,
1332,Why.stopped.smoking...Instance.0_1,Lifestyle and environment,1 : Illness or ill health,Questionnaire/Interview at recruitment ,6157,One-Hot-Encoding ,,,,,,,,,,
1333,Why.stopped.smoking...Instance.0_2,Lifestyle and environment,2 : Doctor's advice,Questionnaire/Interview at recruitment ,6157,One-Hot-Encoding ,,,,,,,,,,
1334,Why.stopped.smoking...Instance.0_3,Lifestyle and environment,3 : Health precaution,Questionnaire/Interview at recruitment ,6157,One-Hot-Encoding ,,,,,,,,,,
1335,Why.stopped.smoking...Instance.0_4,Lifestyle and environment,4 : Financial reasons,Questionnaire/Interview at recruitment ,6157,One-Hot-Encoding ,,,,,,,,,,
1336,Why.stopped.smoking...Instance.0_neg7,Lifestyle and environment,-7 : None of the above,Questionnaire/Interview at recruitment ,6157,One-Hot-Encoding ,,,,,,,,,,
1337,Work.job.satisfaction...Instance.0_1,Psychosocial factors,1 : Extremely happy,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1338,Work.job.satisfaction...Instance.0_2,Psychosocial factors,2 : Very happy,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1339,Work.job.satisfaction...Instance.0_3,Psychosocial factors,3 : Moderately happy,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1340,Work.job.satisfaction...Instance.0_4,Psychosocial factors,4 : Moderately unhappy,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1341,Work.job.satisfaction...Instance.0_5,Psychosocial factors,5 : Very unhappy,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1342,Work.job.satisfaction...Instance.0_6,Psychosocial factors,6 : Extremely unhappy,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1343,Work.job.satisfaction...Instance.0_7,Psychosocial factors,7 : I am not employed,Questionnaire/Interview at recruitment ,4537,One-Hot-Encoding ,,,,,,,,,,
1344,Worrier...anxious.feelings...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,1980,Boolean,,,,,,,,,,
1345,Worrier...anxious.feelings...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,1980,Boolean,,,,,,,,,,
1346,Worry.too.long.after.embarrassment...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,2000,Boolean,,,,,,,,,,
1347,Worry.too.long.after.embarrassment...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,2000,Boolean,,,,,,,,,,
1348,Year.immigrated.to.UK..United.Kingdom....Instance.0_Lower.third,Sociodemographics,,Questionnaire/Interview at recruitment ,3659,Tertiles,,,,,,,,,,
1349,Year.immigrated.to.UK..United.Kingdom....Instance.0_Middle.third,Sociodemographics,,Questionnaire/Interview at recruitment ,3659,Tertiles,,,,,,,,,,
1350,Year.immigrated.to.UK..United.Kingdom....Instance.0_Upper.third,Sociodemographics,,Questionnaire/Interview at recruitment ,3659,Tertiles,,,,,,,,,,
1351,Years.since.last.breast.cancer.screening...mammogram...Instance.0_Lower.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2684,Tertiles,,,,,,,,,,
1352,Years.since.last.breast.cancer.screening...mammogram...Instance.0_Middle.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2684,Tertiles,,,,,,,,,,
1353,Years.since.last.breast.cancer.screening...mammogram...Instance.0_Upper.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2684,Tertiles,,,,,,,,,,
1354,Years.since.last.cervical.smear.test...Instance.0_Lower.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2704,Tertiles,,,,,,,,,,
1355,Years.since.last.cervical.smear.test...Instance.0_Middle.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2704,Tertiles,,,,,,,,,,
1356,Years.since.last.cervical.smear.test...Instance.0_Upper.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2704,Tertiles,,,,,,,,,,
1357,"Yes, because of illness",,"1 :Bran cereal (e.g. All Bran, Branflakes)",Questionnaire/Interview at recruitment ,1468,One-Hot-Encoding ,,,,,,,,,,
1358,,,,,,,,,Townhouse,1333016,1332729,,,,1,
1359,,,,,,,,,Studio,1333016,1332728,,,,1,
1360,,,,,,,,,One-bedroom apartment,1333016,1333322,,,,1,
1361,,,,,,,,,Three-bedroom (or more) apartment,1333016,1333345,,,,1,
1362,,,,,,,,,PMI: Prefer Not To Answer,1585952,903079,,,,1,
1363,,,,,,,,,PMI: Skip,1585952,903096,,,,1,
1364,,,,,,,,,PMI: Skip,1585940,903096,,,,1,
1365,,,,,,,,,PMI: Prefer Not To Answer,1585940,903079,,,,1,
1366,,,,,,,,,PMI: Skip,43528428,,,,,,
1367,,,,,,,,,Invalid,43528428,,,,,,
1368,,,,,,,,,No,1333289,1332768,,,,,
1369,,,,,,,,,PMI: Skip,1333289,903096,,,,,
1370,,,,,,,,,No,1333288,1332898,,,,,
1371,,,,,,,,,PMI: Skip,1333288,,,,,,
1372,,,,,,,,,No,1333286,,,,,,
1373,,,,,,,,,PMI: Skip,1333286,,,,,,
1374,,,,,,,,,No,1333288,,,,,,
1375,,,,,,,,,PMI: Skip,1333288,,,,,,
